Main Title,Full Review
Amzon prime video review,Amazon with its prime membership. Here I'm sharing my review and experience with amazon prime membership. I'm became prime member in 2017 because of its different services. One of its service is amazon prime video. It contains many movies Tv shows and Amazon orginal series. Here also has kids section includes movies and tv serials. I can download my favourite movies tv series. Here I can choose quality as required by me. Over all good experience with the Amzon prime video.I hope this will helpful for you.     Thank you   
My honest review on 'Amazon Prime Video',Hello Buddies!     I subscribed to Amazon prime video a month ago after receiving 30 days free trial from them. Now I am relishing the opportunity to experience amazon prime video after subscribing to the prime membership.     There are a lot of different content on this app and the contents are also updated periodically. I use Amazon Prime Video especially for watching Bollywood movies. It gives us a hassle-free source of entertainment. My sister also adores watching cartoon movies there.     Giving one-month free trial to every user is a great feature we can give it a try without spending a penny. The quality of the video is always superb as different sorts of resolution are available here ranging from 144p to 1080p. If you have a sluggish network connection then you can enjoy the videos at low resolution.     The option to prefer the quality according to your data plan and speed is a great pleasure to have while watching your favorite shows.There is also an auto mode there which switches the resolution according to your internet speed.     You can follow all your shows online or you can download it and can relish anytime. There are many interesting web series newly released movies comedy shows and a lot more. This gives a flawless delight to our family.     The announcement of new shows or web series will be notified to you through the app. I subscribed to the Amazon Prime membership by spending less than Rs 500.     The app works smartly on any smartphone and doesn't take much ram and storage as it is less than 20Mb. You are also eligible to get free delivery of different products from Amazon website after subscribing for the prime membership as 'Amazon prime video' is a part of the leading online shopping store 'Amazon'. Amazon prime video is accessible on the website and android app too.     I am a happy and satisfied Prime member and hope the same for you people.     Thank you!     : )   
Unsatisfied membership,I have just bought membership of amazon prime and they disappointed me they said that the delivery of the produt I bought will be done by 2 to 3 days I orderd rhe product on tuesday and recieved it 6days later and I also questioned them they replied you are not premium member of amazon prime so I questioned them again and they said that product was delayed by the delivery companyNot any way satisfied by amazon prime     LIKE IF U AGREE : )   
Amazon prime video - my thoughts,Amazon prime video is a collection of movies tv shows and exclusive reality shows by amazon.     it is VOD(video on demand) type website where you can watch your favorite video from anywhere anytime.     it has very good collection of movies and tv shows.     you can watch all this content by paying Rs.999 per year.     it is better than Netflix.(According to my use)   
Love watching in Amazon Prime Video.,Amazon provided best offer that we can pay 999 rupees and access the movies tv shows Amazon original series in different devices irrespective of their location. Apart from that amazon now offering sponsership for movies and they will upload the latest movies in Amazon prime video within 20 days after the movie released. It has a awesome user interface. If we open the Amazon prime from the browser from our pc it will open in protected window so that no one can neither record the videos nor take the screenshot of login details.I think this application is one of the best at this cost when compared to netflix.   
Need some major improvements!,I m writing this review after having watched many movies on amazon prime video.and one thing I can definitely say that 'It lacks the experience' that you would expect from amazon.It has a collection of movies but they are not upto the mark and also the video quality is really avaerage even after viewing at 1080 full hd quality.that prime video player is not worth watching a video on!  really.I like hollywood movies vey much but whenver I try to find my favourite movie then always they are available in only english and that too doen not have a good print as well.Many movies have option to watch in hindi but most of them doesn't.so you would not enjoy it that much.I can definitely ignore it and so you too should ignore it.Thanks.   
Amazon,I have taken amazon prime video subcription for 1 year. but I did not find any way to use it because the movies I found in prime video are old movies that I can watch free online over the internet. no doubt it is very good in quality but in today generation peoples wants to see new movies and prime video take too much time to upload a movie from the releasing date of the same as you can see in picture ( latest movies on 6 of march 2018)  overall its good but they need upgrade themself according to their customer needs   
Not much content,I just used this service for a few days before switching to netflix and enjoying that more. Amazon prime video sure charges less than netflix in one year but the content provided is very disappointing . It has movies and episodes of famous tv shows but these tv shows and movies are available for free on hungama and vodafone or airtel mobile tv. Why should I pay for watching the content which I can enjoy for free. I want to pay to watch something different and exciting .     I use netflix which has a variety of content from all over the world and also has all the amazon prime content available there too. Sure thing that netflix charges about 12 times what amazon prime charges but they deliver excellent quality content which never disappoints . I have famous web series on this platform more than I could ever even find on Amazon prime.     Overall I would'nt recommend amazon prime video because paying for this service is just useless  you won't like the content and just waste your money on old and boring content. What you should consider is netflix or any other video streaming service famous in your area.   
Cheap and best,Amzon prime video is a very good platform offered by amazon to watch movies old tv shows documentaries and amazon exclusive's it only costs 999 INR per year which is damn cheap for the advantages amazon prime is offering.     The amazon prime video app also offers to download a minimum of 25 video shows which can be viewed later offline also many interesting categories to choose from comedy action and even kids.     Iverall I would recommend anyone who really want vakue for money to amazon prime and also lots of entertainment.   
Amazing,Hello friends now I want to share my review on amazon prime video . one of my friend recommend to me this app and I use this app by his id . this app charge 1000/ year . it has videos of latest movies tv shows . you can see on this app latest movies but it provide only particular movies and it has every type of language movie and it has English tv show also . there movies divided in so many categories like family movies latest movies kids moves drama movies . Bollywood movies Hollywood movies and comedy movies .there is also available tv shows like that type of categories . so enjoy prime videos.   
Superb quality easily access........,Hello Guys today I am gonna share my review on amazon prime video which I used since 1 month and I must say I fall in love with using Amazon prime video.     Amazon prime video is easy way to access video and see it from wherever you want and whenever you want.All you have with you is your smart phone and Amazon prime video subscription that's it.Quality of video of watching in this very good and best part of it we see video according to us not or in a spare time.     Guys if you also wanna to get experience of watching good quality and easily accessible video then switch using Amazon prime video.   
Cheap yearly subscription.,I love amazon prime video in india. Where netflix cost starting 499 to 800 monthly but amazon prime is 499 a year and lots of latest deshi released. Some of the best tv shows are available here. Thanks to amazon prime I watched som great bengali and south movies which I never heard of so for deshi lover this the the best online platform to indian to watch. And i'm a big fans of top gear now they producing the the the grand tour which is good plus point to take subscription. Amazon did reallg good jobs in indian market.   
Good application,Hii friends this application is good to see your favourite tv shoes and movies but there are no latest movies and one issue I found with it that if anyone wants free tv shows streaming it always asks for registration and ask for money so I prefer you to watch tv shows on youtube rather than this app recently I haved watched 5 shoes and it asked me for registration I deleted it from my phone got very angry   
Not satisfied,Subscribed a month back at Rs. 999 for a year purchased along with Amazon Fire Stick. Reading the reviews I thought it was a good deal. Disappointed as the movies are very     Very limited both English as well as Hindi. Few Tamil& telegu movies available. The reviews mentioning that there is a huge movie library is false. Quality of movies is good though option to chose HD or lesser to save data available.   
Quality Content - "I am in love",Since I have bought amazon prime video subscription I am in love with this. Earlier I used to have Netflix and Youtube red subscription while Netflix has some really good shows their prices are on a monthly basis which is high as compared to amazon prime. I got this sat 499/year and even now 999/year it's a steal deal in my fank opinion I have binged watched 2 broke girls all seasons and amazon originals are just Mind blowing. You get to see Indian comedy artists like - Zakir Khan performing exclusively which is a cherry on top. Both app and website have a no buggy smooth experience and consumes very low data .one word - Wonderful.   
Not Satisfied.,Hello Friends i am sumit and I am going to tell you my experience will the amazon prime videos.     I opted to buy the prime membership to watch latest movies but it is very disappointing that the new content atleast take 1 month to upload.     Their is no option to lock the screen.it takes a minute to play in its best quality through the wifi is working at its max.     Their is no option to download the videos which is quite disappointing and the person who wants to watch in offline has no option.     The application of the amazon prime has a little bug and crashes.     I deleted the application later and use it on my laptop   
Excellent,Amazon prime videos are great the have lots of new series like suits super natural and lots of othe the quolity of videos are great with great features they have all the new contents and the contents are categorise with the kids movies and tv shows section. its worth of money other than hotstar or netflix.   
Amazing quality contents totally worth it.,I am subscribing the amazon prime video since it's first launch in india. I must say it's really good with lots of latest movies and amazon prime original contents.     I am really enjoyed to watch the comedy show of kenny sebastian called 'Don't be that guy'. and I am also watching some of latest hollywood movies on it.     But obviously there are some missing contents like regular tv shows you can't get all your daily shows on amazon prime but I think it's also coming soon.     So overall I love to have the amazon prime video subscription and I think it's totally worth the money of 999/year. You also love to have it.   
This is not fare for slow net!,I had a phone coolpad cool 1 from amazon. So amazon prime video app is pre-installed. This app is useful for only fast internet speed like 512kbps above. This starts with Ads also. And it has no many channels. Only this app has more english channels than hindi channels. And also its interface is not actractive.   
Good apps for movies and songs,This is the good apps for watching movies and listening songs.     It provide latest release songs infact its whole album and movies in multi languages and in different categories like animation Hollywood Bollywood and etc.     Sometimes its provide latest release song and movies in late.     But its good for watching movies its batter than surfing much time on internet for movies.   
Not so good service,Amazon prime video provide videos TV shows movies etc. But you can't watch TV shows before telecast where as Hotstar premium service provide tv shows before telecast in TV and now hot star premium service is free via Jio network. You can't watch new movies in Amazon prime video before telecast in television. That's why it's not so good.   
Amazon Prime Video,Hello readers     I am a member of amazon prime from past 4months. Using amazon prime video from initially.The quality of prime videos is available in 3 types. Depending upon best quality video the data consumes. I usually watch more movies in prime. Not all movies are there only few movies which were running will be updated.Some times the movies which were running in theature the same movie is available in Prime videos.People who have busy schedule and unable to watch movies in theature can really use prime videos.     There are also other videos tv shows and comedy shows available in different languages.     Not every time you need to stream videos. Because there is option to download videos in app. Where you can keep videos offline and watch later.     I paid Rs.500/- for prime membership for 1 year. You can use the same amazon account in multiple devices which is so helpful to me.     Thank you   
Amazon prime video,Amazon prime video is very good and I can see any movies and tv show and many more I try one month prime membership still buy one year membership and we can search any thing he show in hd quality and this is very good but the membership is little high 999 per year for see movie's and videos I know but data consubtion is high this is good but little expensive   
Limited catalog...,I've been using Amazon Prime Video App for three months. When compared with Netflix the catalog is much limited. Although all the leading series are included in the catalog less importance is given to the regional content. The recent Amazon Original series "Inside Edge" is very much predictable just like any other bollywood movie. Also the app has many issues. The setting options are good for streaming. The problem comes while downloading movies/ episodes. Sometimes the download will not complete. To resolve this you need to go to settings and then App permissions. You need to enable the permissions. For those who are not technically sound this is a very big task. Sometimes the download proceeds with the mobile data but not with the WiFi network. To resolve this you need to clear the data of the app and set the permissions as mentioned above and try again. Even if the issue persists you need to uninstall the app and restart the device. Once your device is on install the app try the steps mentioned above. My suggestion is that the app makers should make these troubleshooting steps handy on the website. They should optimise the app and make it work well with all the devices.   
No fresh content,I am using amazon prime vedio's as a premium member. So I have access to all there content but I see lack of new content no doubt they have many hit english tv series but most them are old.     On the name of new content they add amazon exclusive series and recent flop bollywood and hollywood movies.     Very bad collection of animation movies and they dont have popular english tv series like- flash arrow super girl originals game of thrones and vampire dairy People's who still watch old english tv series can go for amazon prime     I am bored with amazon in like 6 months.     Though amazon prime provide every content with sub-titles and in high quality.   
Never use Amazon prime for fast delivery,Hi all I come again with my another bad experince with order number 405-6117738-7277939 order date is November 10 2017 qnd delivery date is November 12 2017 as I am a prime member of Amazon.in but still I am not get my product and order status is shows delayed your action is required.     This happened second time in a month with two different order number .     Now I am angry and helpless because there customer support representative also not provide any needfull help I am also attach the screenshots of delivery status.     So never buy any product from Amazon.in if you are a prime member and looking for urgent delivery.     To buy an Amazon prime membership is tottaly waste of money.   
NOT SATISFIED WITH THE VIDEO QUALITY.,VOOT  You Tube  Hotstar.etc etc Every Video app is Having a Lot of options But There is NO QUALITY check On The prime Video and No Lock Screen Option too.     And I Am Upset at the Fact That Even Wifi is working at its Maximum Speed but Still Video won't Play in its best quality Ever.     I Like Amazon Shopping App Because With every New Update they bring something New . but unfortunately this is not in the Case of Amazon Prime Video.     Disappointment come with Every New update.     This app Is actually A Trash Or we can say Garbage .     I have not watched Even a Single show a Single Movie as I can't cast it to my TV Using Samsung S5.     Again This is not Suitable to Android Users .     In simple Words I can say That Certainly and Surprisingly The worst Video Player That I'd ever Used.     Crashes are so Regularly on resuming the history.     At Last I Had done a great Job By Deleting this app forever From My Android Phone.!   
Every content is premium,I am a persional user of amazon prime video and I am totally in love with this app. If you a movie lover web series lover than this membership is only for.it take less data.     This app use data as per the quailty of the video you can change quailty from setting     Best 0.46 gb data per hour     Better 0.26 gb data per hour     Good 0.18 gb data per hour     Data saver 0.12 gb data per hour     Layout and design is very simple and clean it looks beautifull.     On the whole amazon prime video is all about beautifull content in Rs499 per year. This app is value for money for video lovers.     Yes I am a movie lover   
One of the best,Its helping the most people all around the world.iam so happy about it another way to watch the videos u like amazon being the best shopping app is also providing these kinds of things well done amazon the picture quality and resolution is the best combo of this amazon prime hope u invent new things and present to us thank u amazom   
Read This And Chose,If You Are Planning To Join Amazon Prime Video Then You Should Read This Or Take A Trial of 30 days given by Amazon.     Main Specification:     1] Video Quality - Better(only if 4G is Available May Cause Problem For 3G User)     2] Audio Quality - Low     3] Subscription Charge - 499/yr(will change to 999/yr soon)     4] Data Saving- No     5] Movies Placed - Afther World Television Premier     6] Loading Time- Moe Than 30 Second(Depends On Net Speed)     7] Desing- Better     8]Function- Many Time show loading or sometime app automatically stop     9] Storage- May Hang Your Mobile     10] App Size -     11]Advertisement- No     In this days we have available various free entertainment services like hot star voot etc. But Amazon is taking rs.499 as subscription charge this year and it will increase and will become 999 for next year. Amazon prime video is giving Best video quality only if you have better internet speed amd if you are user of 3G or 2G then it will be problem for you. But If You are Thinking about Audio Quality it is not acceptable as you are paying. This Cocpet Of Taking Data+ Subscription Charge Is Not Affordable To 97% Indians. Everyone Thinks For Paying To This Site/App. Also If We Have Paid They Are Also Not Decreasing Data Rates Required. There No Data Saving Which We Can See In Various Browser Like UC.     If You Are Thinking Afther Paying This You Will Get Pure Entertainment Then It Is Failed. If You Will See Movies They Are Giving Thoose Movie Which Have Been Played On Television And Also Available On Internet. Now At Time Of Writing This Review There Latest Movie Is Simran And Tublight. We All Know Tubelight Has Shown Worst Performance And Also It Has Been Played On Television It Was Relesed 4 Month Ago So It Doest Come In Category Of LATEST.     So If Until You Are In Mood Of Using This Service Take One Month Free Experiance And Chose Yourself   
Excellent,Its very good and its features are excellent. Once you get the full version monthly a new movie gets added. The movies whivh get added are nice movies. You can watch nice movies in app. You can enjoy watching the movies. You need to pay 500rupees only for a year and u can watch not only movies but some comedy shows   
Descent app,The app is descent and easy to use but the interface could have been more user friendly .     Although the content provided is good and value for money but time lag is more as compared to others like hotstar and netflix .     Amazon prime own series is good and worth watching     the beauty of anime adds up to the other effect and is good and gives it an extra advantage over other applications but I will still say this could have been much better and worthy .   
Nice app,I was actually surprised by the amount of content it's a huge collection of movies and tv shows and the best part is it cost you only 499 a year.There is a lot of good movies and programs on here I do like.However a lot of them I get free.we need choremecast support.The streaming quaility is good and please add some dubbed movies   
Affordable entertainment app,There are a lot of other exciting series like the game of thrones tv shows and comedy shows lile the going virals etc. This gives complete entertainment to our family of people belonging to different age groups depending on their interests. The news of the new shows will be updated to you on your amazon app or even in tv commercials This is truly affordable and this membership offers you unlimited access to the Amazon Prime videos by installing this app on your smart phones. You can watch a lot of shows and movies under various Genres with unlimited download options as well I have got the Amazon Prime membership by paying less than Rs 500 for an year.     Watching bollywood movies and I use Amazon Prime Video for it. I have seen a lot of movies posted on it the recent ones being Meri Pyari Bindu Trapped Hindi Medium Rabta and so on. This gives us a hazzle free source of entertainment. My son also loves watching kids movies and he has seen movies like kunfu panda the smurfs and all One thing that is quite impressive thing is that it is giving one month trial to every user to experience it gives all the series of action comedy drama etc etc serials like Game of thrones It is showing all the latest movies in best picture quality. The most interesting thing is that it is allowing access to the latest TV series   
Amazon Prime Video - very good app,Hello guys. Amazon prime video is very good concept introduced my amazon. You just have get a prime membership and you can watch lots of videos over this for a year.     Amazon prime video is my weekend stress buster. I just login to app and watch any movie that I want it also has resume from last watched system.     There are lots of movies like hindi english tamul marathi hollywood movies  actiob drama and also there are stand up comedians video which you will love to watch over and over again.     Its very good app. I loved it   
Great app really enjoyed.,We can say it is indian NETFLIX. Amazon prime Video comes with an mobile application also I am using it for more than 5 months. It has very good content much better than jio movies.     If we are interested in any show or movie we can see the IMDB rating and cast there itself that makes us very covinent.     We can also watch trailers of any movie. We can also download desired quality. We can resume any video if we stoped it in the middle. Overall I really loved it to have it in my phone.   
Entertainment at 499,Well amazon prime video is cheap and best comparing to others.App has a good kinda supporative even works steadliy & in a better quality in poor networks.Well it has a demerit also latest stuffs will not be avaliable in it for a period of time. Well if say about its merits its really cheap 499 for an anum its has a huge collection of series movies.can find any old stuffs quality of videos is good. Well its a enrichment of entertaiment which we can take along with us in any place matter of fact is that for an anum u gets a key of entertainment at just 499 INR.   
Very good app,I was member free member of this website for one month. I really had very good experience with this app. All the new movies are available in this app. Time for loading is less. Good sound and video quality. It takes comparatively less data. It is very useful for watching new shows and videos. Even we can get discounts on purchase on this amazon app if we are member of this.   
India's Netflix..!,Recently Amazon launched this 'Amazon Prime Video' for viewing their shows for mobile devices.     With the software promoting Indian content it is a pretty much good start or a good platform for Indian content to feature on a global sense.     Amazon Prime Video has put up a great user interface just like apps like Netflix HBO GO ( In US) do. One of the rising and trending app which is attracting users.     The shows like 'Inside Edge' or events like 'Haq Se Single' are surely doinf their job of making this app more beautiful and enjoyable.     Hats off amazon.! We were missing something like this.   
Super dooper Amazon prime...!!!,Just a month back I subscribed to amazon prime video after getting 30 days free trial from them. I was quite impressed with the prime service even if you order a 10 rs lemon bhel on Amazon prime they will deliver free of charge next day with cod. With these video app is also great for watching movies with four quality level which uses less data and give good quality.i nearly watched 15 to 20 movies on Amazon prime video and completed first season of serial the last ship.     It was great subscribing Amazon prime video.     You also do it and take the advantage.     Im enjoying now its your turn.   
Very good service,I became prime member for free for 1 month and I got the chance to experience amazon prime video     There are a lot content on this app and the contents are frequently updated and new movies and videos are added     There are a lot of resolution available from 144p to 1080p or full hd     You can choose the quality according to your data plan and speed also there is auto mode which will switch the resolution according to your internet speed     You can watch contents online or even can download it in your phone and can watch anytime later and even there is option of always download on wifi which will automatically download or resume download when you are connected to wifi     It has a lot of web series and a good collection of movies though the recent released movies are not present but a month or two old movies are available for download and the quality of videos are also awesome the sound clarity is good and also the picture quality is fine     The app is light and do not use much ram and storage so you can easily minimize it and also the loading time is good no error while loading     Overall its is good service also you can unlimited free delivery on Amazon website for the order placed after you signed up for prime membership     Only the cons is the movies are not the ones which are recently released     And apart from it it work nice.     Thanks for reading my review hope it helped you so do rate this review and follow me to get best reviews     Thank you   
Amazon Prime Rocks,I have got the Amazon Prime membership by paying less than Rs 500 for an year. This is truly afordable and this membership offers you unlimited access to the Amazon Prime vedios by installing this app on your smart phones. You can watch a lot of shows and movies under various Generes with unlimited download options as well.     I love watching bollywood movies and I use Amazon Prime Video for it. I have seen a lot of movies posted on it the recent ones being Meri Pyari Bindu Trapped Hindi Medium Rabta and so on. This gives us a hazzle free source of entertainment. My son also loves watching kids movies and he has seen movies like kunfu panda the smurfs and all.     There are a lot of other exciting series like the game of thrones tv shows and comedy shows lile the going virals etc. This gives complete entertainment to our family of people belonging to different age groups depending on their interests. The news of the new shows will be updated to you on your amazon app or even in tv commercials   
Amazon prime video,Hello friends . Today I am taking about amazon prime video . This is good but not smart . It provide latest episode but it is very expensive . They provide HD quanlity video with good audio . There are different apps are available llike amazon prime     . They provide good layout with multiple function     They have awesome video contain . This is not value for money     When you download first then you get 30 days free prime membership . This is not useful apps .     Thanks     Good bye     Please like and share   
Addicted to it!!,Amazon Prime Video is one of my best digital Video provider in India. As there is a serious competition between Netflix Hotstar OZee I feel like this is one of the best digital Video provider. It has really good design made in a Application and at a good speed and also no lagging. & Regarding the content it has really good collection of movies and also the series which are really the best because it has Amazon originals which Exclusively produced by them and it has also made special series for India called Inside Edge by which I can say its worth to watch. They normally bollywood movies very fast and which is the best for me.     And regarding the price its just 499/- per annum and which is really less compared to competitors like Netflix Hotstar etc. Because in this we can watch online content also we can shop too at a exclusive Prime customers. So overall this application is the best.     3.9/5   
GOOD APP,Hi friend I am rahul singh     Today I share my personal experience of Amazon prime .I am a member of Amazon prime membership .It is a good service in 499 for one year .many benifit of Amazon prime Membership like free delivery on any purchase of ptoduct from Amazon and watch free videos and movies on Amazon prime but I give it only three star because on amazon prime video broadcast only 3 and 4 months old movies not a latest movie only one problem with it . All is well in this site I also recomended you to join it and enjoy its benifits     Your friend rahul singh   
Good App,I got Amazon Prime Video's free subscription with Amazon Prime Membership. As it was free I enjoy watching movies and stand up comedians which I never knew existed ; -) It does not have latest movies but still it is enjoyable as you can see TV Shows from US as well.     Regional movies and subtitles for many movies is another plus point. I like the App. Thanks   
Good App for quality Movies and TV series,Amazon Prime Video is a very good option for watching quality movies and TV series. They have a nice collection for all age type. Watching movies on Amazon Prime Video is very easy even my five year old son knows how to start a video on this.     He watches'Oggy  and  Cockroaches' on it almost daily after coming from school and it makes him very happy and for me it becomes easier to feed him lunch. My internet connection is not very good but still it does not effect video quality. so I am happy with it and recommend it to others.   
Good Video Streaming,Last Month I Purchase Amazon Prime Membership in Rs 499 For 1 Year.In Prime Membership I Used The Feature Of Amazon Prime Video Which is Really Very Good.     On Amazon Prime Video There Are Lots Of New Movies Are Available And Many Of TV Shows Are Available Which Are Not Free On Youtube.     I Like Amazon Prime Video Because If I Want To Watch a Latest Movie On Youtube There Some Charges Like For Sultan Movie Youtube Take 75rs But If We Purchase Amazon Prime Membership Then We See Lots Of Movies And Other Show in Only 499 rs For Per Year.     The Video Quality is Very good I Like It.     Layout And Design is Good.     Amazon Prime Video is Useful Who Want To Watch Latest Movies And TV Shows.Amazon Prime Video Having Very Good Collection of Movies And TV Shows And Serials.     The App For Mobile is Also Work Excellent.     I Recommend To People To Take Membership Of Amazon Prime Video.     A One Good Thing About Amazon Prime Video They Provide You 1 Month Free Trail So You Can Easily Decide To Take There Membership or Not.   
Nothing new in prime video,There are many online videos available for watching like other paid online video sites in which we as a whole used to see motion pictures on the web. Prime Video is the same. I think Hotstar is a superior one than this. The Thought utilized by the designers is the old one that was made by numerous bloggers. All they are attempting is to make some interest in this manner field. I think it will be better in the event that you go For nothing JIO television. what's more purchase a top notch enrollment on hotstar. I think the main this which this thing is doing great is the 30 days free trial. Everything else is now imagined and has been utilized by a huge number of client over the world. Just the same old thing New.   
Best platform to watch movies,I am using Amazon Prime Video since its launch.Very good app to watch movies online as well as offline using your internet connection.Very good user interface.Has number of categories so many diverse movies serials t.v. shows documentries are available.     They provide free membership for one month.     Video has very good quality.     Subtitles are also available.Some dubbed movies are also available.     So if you have unlimited data and want to watch some blockbuster movies free Amazon Prime Videos is the best option you can get.     So download the app today and enjoy.   
Superb Prime Video,Amazon has done one of the best thing in the form of Amazon Prime Video. Amazon is fulfilling the craziness of the youth by giving all the series of action comedy drama etc etc serials like Game of throne Shaktimaan transparent Hands of God. It is showing all the latest movies in best picture quality. The most interesting thing is that it is allowing access to the latest TV series like vampire dairies 2 broke girls.     One thing that is quite impressive thing is that it is giving one month trial to every user to experience its "amaizingness" after that its subscription charges is just rupees 499/- for the an year.   
Amazon? Amazing? Amazong?,Prime Videos was released about a year ago and I have to admit the availability of content has been increasing since the first day it came out. I got my prime membership for a bargain of Rs. 200 only and it has been the best 200 I have spent in my life. There are full seasons of many series like Two and half men and several Amazon exclusives.     With the availability of the app on my smart TV I enjoy content of my choice on the TV any time I want to rather than seeing Suryavansham on Set Max every time.     I suggest you get Prime membership asap because the benefits far outweigh the costs.   
Amazon prime video,Amazon prime video is one of the best hotspot for viewing on the web elite content.Well I began my free 30 days free trial and saw that this site is having every single motion picture melody Television programs kid's shows and more restrictive content!The idea is straightforward and wonderful; given individuals a chance to watch selective and great substance! What's more it is working awesome.the evaluating for the motion pictures are truly less so you can watch most recent motion pictures and other substance without bother. The format and plan of this site is a la mode and the site is having no promotions set on it making the site all the more simple to utilize.The amazon prime video is having an extensive variety of highlight like you can utilize your record on numerous gadgets. You can likewise download substance to watch it offline.   
Amazon prime vedio,Amazon prime vedios web site is a verygood website you cqn enjoy by seeing latest movies and live tv programs with out any buffering ilikedit very much wecan seevedioes in offline mode too we can also see latest movies with hd clarity and with amazeing sound qulaty lam saying that it is aamazing website try the website today   
Its Prime Time,Amazon prime video is best alternative to netflix. After using it you will be happy with the speed & quality of program and easy interface.     They have super large collection of movies documentaries and TV shows which you will love.     Main requirement for this app is steady and speedy internet connection which is not a issue in these days due to telecom giants war(:     Their monthly subscription plans are very affordable and its best in market.   
Its great app and website to view in any device,Guys I cant believe that this concept was realy very good for who don't have time to see in time. Because you can play in any device like Web app TV. Just sbscribe for one channel and free from any subscription. Its video clarity is very clean and sound is really good Its content also very flexible to search and start the video in second its not like to hotstar If you click the video its launch after 30 seconf but in amazon prime its not.     I think he must add some more feature like live video of star plus Zee tv and many more channel. Its going to competition between hotstar and Amazon Prime Video. So guys you must subscribe for this channel to see the Prime video before the TV.   
BEST APP FOR ENTERTAINMENT,Its a great app if you want to have a greater level of entertainment in life it contains  latest hollywood tv series  movies both from hollwood and bollywood and shows from netflix  you can even watch some anime shows in it as for prime membership concern so you get 30 days of free trial .     Still this app for free trial does not allows you for a huge list of shows  you get a fixed number of shows available  I had not used paid services in it till now but still I enjoyed the service of this app  one more thing you can download and watch your show offline in varied quality options .   
Awsm app,I uses this app from last two months it's too Awsm. Quality of videos are too good. I love it .also here I can see new movies in HD quality. I also referred it to my all friends and relatives. All the videos which I needed I got all the videos here according to me it is the best app to see the movies and videos. Love it   
Prime video,Its amazing I really enjoyed using it. I have watched all my favourite shows and movies.i want every video play app to be like this .till now ( in 30 days) I have watched all my favourote movies shows and listen to music.i have watched near about 15 movies and 100 shows.i will suggest everyone to use this. I will pay for it and use it everyday.   
Amazon prime,The amazon prime is not much useful. It is waste of joining in the prime. The reason is that I have ordered two products through the prime 7 days back. But as on date I have not receivedvthe product. For a normal order on any online trade it will take 2-3 days for delivery which is tolerable but amazon ( prime ) taking more than enough time to deliver the order.   
Amazon prime video,Hello friends here I m to share my experience about amazon prime videos and games.     So lets talk about the amazon prime video. Here you can find any type of videos movies and shows. You can download watch onlie and share videos movies and shows. Picture quality is best of videos and movies.     Games are also available on amazon prime. Games can be downloaded by amazon in free for one month free membership.     There is a good thing in this is that amazon is providing one month free membership so we can download unlimited videos and watch shows.   
Amazon prime videos,It's a very use Android application I love this application it's good in the presentation and easy to access the application and the video in the Amazon prime video application is good and nice me my family and friends are love it and they are get addicted to this application   
The best source to watch exclusive content!,The recently introduced product by amazon called the amazon prime video is one of the best source for watching online exclusive content!Well I started my free 30 days free trial and saw that this website is having each and every movie song Tv shows cartoons and more exclusive content!The concept is simple and awesome; let people watch exclusive and good content! And it is working great!     The pricing for the movies are really less so you can watch latest movies and other content without hassle!     The layout and design of this website is stylish and the website is having no ads placed on it making the website more easy to use!     The amazon prime video is having a wide range of feature like you can use your account on multiple devices.     You can also download content to watch it offline.The website consumes lot less data!The website is having parental control feature also!     This website is really useful to watch content with your family and friends!     As I think this is the best source for watching online content!     So I strongly recommend you to use Amazon Prime Video!   
Fast deliver,I love Amazon ihnhhs How to watch live story movie love Amazon aamirkhanc3 Gmail How to download game download game download Kelly's How are group like this video and other drugs in mobile? Hindi movie love Amazon aamirkhanc3 Gmail How are group admin How to watch live story movie download game download game download Kelly's How to download Kelly's How to watch live story movie love and subscribe How   
Most of the movies are for premium userrs....,Amazon prime video is actually has a good collection of movies serial and shows and This was actually most of the[movies are for the premium users who pay to see the movies this was the concept of the amazon and layout of the website was cool and design shows everything and features where nothing to say just only one thing was there to say that was premium movies are excellent and useful ness for peoople who wants entertaiment and it was for that people and can enjoy if they can goi to premium version.Thankyou   
Movies for free is a treat from Amazon,Amazon prime video is a new delight from Amazon to watch and enjoy Hollywood as well bollywood movies absolutely in HD print. Amazon prime video contains all kind of movies from romance to comedy and from horror to suspense.     Another plus point of using amazon prime video is that we can find old movies as well as latest movies also.     The feature which makes this app must have is that we can download any movie for free in HD print as well as of low size but this is valid for 1 month only then you have to pay to watch movies.     But paying for this app is totally worthy as it gives you amazing quality to deal with.   
Amazon Prime Video,Just sign in to amazon prime video  and start using it .     Because I was just curious about this new amazon service.     Its actually provide vast collection of movies & TV shows allowing you to either watch it online or download it for later.     Amazon prime has good collection but most of movies are latest you merely found any classic movies here so for classic lovers nothing here.     But the content quality is very very good.!     Web portal & app design is quite good  & user friendly not unwanted stuff like adds & other things only content related things are on scree. So very simple & good layout.     But search should be improved as currently its mixed with videos & movies of all languages.     Search should be more specific(Language).     Right now amazon provide this service free for 30 days on trial basis so just enjoy!     After   
Bad quality,This is very bad app for videos online . Please do not use so please do not use it for seeing onlin3 videos on mobile for do me with do not se on Amazon prime videos so it bad for our country it is an foreign app so do not use it on mobile the hanging problem was found by it so that it is bad for our country please do not see it   
