Main Title,Full Review
Hotstar is the amazing,The hotstar is the very famues and the trusted app and website which are the help tosee your missing serials episode which are the forgat by you in your busy routine. the hotstar is the avalible in the two various mode as the website and the app.hotstar always updated threre serials episode which are the avalible on the there website and it will be be provide the video whiche are the streaming withe the lareger clearaty .the hotstar is the larger collection of the varioues serials episode movies and cricket which are the updayted format.   
Intrusive & repeated gambling Ads spoil the fun,I understand that ads are required to keep the site going and keeping it free. No problems with that. But hotstar keeps showing an ad after every other minute. Worse Most of the ad's are the for the same gambling website. If at all you are showing ad's atleast use proper targeting and show some relevant and different ad's and not the same ad over and over again. I wonder how the advertisers even allow to show these many number of impressions to the same customer. For slower connections after every ad the re-buffering is irritating. The choice of content is great and the HD quality is also fantastic but the absolutely annoying rummycircle ad's spoils the entire fun. Unless hotstar improves the experience I will stick to other better alternatives.   
Hotstar is a star,This hotstar site is good and brillant site.the hotstar update daily all the serials and all it is a well-worked site.     The site has good qualities of videos and the site has sports live also like ind vs zim recently I have seen it! the hotstar is updated with all serials and reality shows in the tv.     Best predicted site for us to see the videos. Hotstar is a well-designed site for people to view it.i recommed to watch the hotstar site it is the best and good.   
Nice app, hi guysI m watched dahleez serial every day on hotstar this is amazing thing.The website and app both are designed very well and the video player is also good. They usually show only one minute ad every fifteen minutes.     This is the nice application for watching all the TV serial on any time.Hot star app does not consume more space in the phone it is best app for the star TV lovers.I watch all the star plus channels in this only when ever I miss the serial on time. There many show are playing at every channel . Hotstar have 3 categories of shows like tv movie sport . I mainly watch Star Plus It is also useful while travelling in train for a long distance.it helps us to not to miss my favourite.the concept is awesome and very good   
Hotstar,Hotstar is the best I m watched dahleez serial every day on hotstar this is amazing thing.The website and app both are designed very well and the video player is also good. They usually show only one minute ad every fifteen minutes     This is the nice application for watching all the TV serial on any time.Hot star app does not consume more space in the phone it is best app for the star TV lovers.I watch all the star plus channels in this only when ever I miss the serial on time.     There many show are playing at every channel . Hotstar have 3 categories of shows like tv movie sport . I mainly watch Star Plus It is also useful while travelling in train for a long distance.it helps us to not to miss my favourite.the concept is awesome. I have so awesome experience with hot star.   
Hotstar is not hot its damm cool,Hotstar is not properly working and more time to load vedio and clearity is less and so disguisting and very common problems face in hotstar aap  1mbps speed of internet and this app not working.     But it good for watching the matches and other programs but the only one problem in that aap is buffering is more and in mobile the aap not working properly the hostar is famous for new movies and lots of programmm in hotstarViewers can watch all the shows aired on the Star channels a day later on hotstar. The app also offers videos from cricket tournaments and other professional sporting leagues like Pro Kabaddi League and Indian Super League.     For TV shows hotstar features latest and classic episodes from television shows on its group channels(content partners) like Star Plus Life OK Channel V Asianet Asianet Plus Asianet Suvarna Maa TV and Star Vijay Star Jalsha and Star Pravah amongst others. English dramas and serials that premiere internationally and are showcased on Star World are also featured on hotstar.     Hotstar also streams Game of Thrones and other HBO serials which are not offered by netflix. Or any other similar provider     Many exclusive digital shows like Iss Pyaar Ko Kya Naam Doon? Ek Jashan On Air with AIB etc. has been put up on hotstar.     The app enables users to download content to their devices to watch it later offline especially devices with slower 2G internet connections i.e. 64 kbit/   
hotstar is best online videos watching website,hotstaris a best website to watch movies and shows which we miss in the channel     Here the website loading time is also less and clarity is awesome and you-tube is demanding money for some movies but hotstar is providing this movie for free     The adds in this website is also less. I like this website because it many cool features in watching videos and i disliked because to run this website we should install adobe flash installer.   
Data usages app Hotstar,I don t like this app . This is not a good qulity      this app use a over data…Hotsatrs apps bufring is not a fast. I think Hotstar app see the all tv show and movie this is good but .Video quality not good and video s sound quality is not good . and higher data use and small vedeo so I dont like this data usages app ………i am use hotstar but Higher data use so am uninstall this app ………Hotstars aall quality is good but bufring ans video and sound quality is nott a good   
Great app to watch serial and movie,The hotstar app is launched by star television.it is usefull for watch serial who telecast on star plus an d watch movie on this.     I am use this app from last 4 month. I am watch movie on this app.free time spend on this to watch movie.this is very good for watch star plus serial at everywhere. if you miss telecast of any serial on television. than we are anytime anywhere the watch serial.we also watch old serial. this is very best app. we can see football and cricket also. this is also pocket TV.   
Star Star Hotstar,Today my Review on the app is awesome. because few month ago I see the app on TV advertisement Then I download This app on play store. after download I See all TV channel avilable on this app. best part of the app all Channel programe live Movie live Cricket Football Serial all Etc. You can see live TV Any channel any time. this is all In one solution App and this is a Pocket TV also   
No need of tv by this site,This is the very good site we are using this site from long time. We can see our missed tv programmes live sports like cricket match this will show nearly 5 mins backward but on the tab we can see the ball by ball score.     And in the low internet speed also it is not streaming I don't know what the developer made but it is more useful for everyone.     This will show all the programmes and channels by the star group. If it show other programmes by other channels also that would be better for us.   
Hotstar is Rockstar,Hotstar is really a rockstar of television. It makes us feel that we are not away from TV sets.     Specially sports live telecasting. It gives us live telecasting of any sports events in our smart phones. We can easily say that we are carrying our television in our pocket with hotstar apps. The picture quality and sound quality is amazing. Hotstar also helps us to watch our favourite programmes later on if we miss the live telecast.   
I Do Not Like The App,Within the video of the app is running slowly.     Match live video and live even after two to three minutes.     You are clearly not within the sound of the video. The quality of the video is not good to be strong.     Within the video can not be downloaded.     Is very simple in use.     Broadband you have difficulties?     I also video calling at home you should not have any problems.     You've most likely online video in Youtube   
It Was Like Pocket TV,This is very good app I was using this from the last year.This is like pocket TV in mobile.This app very popular there is many TV show episode New Movies and live cricket very famous in youngsters.     There is 6 language TV channel available it was free just on the app many new movie also available with HD quality. Very easy to use and handle this app just need 3G conection for ruining good video.     This is not to big size app its low size app with many channels Movies and live event.will give them 3/5 star from mine side.     This app was available on play-store download free.   
Hotstar is 5 star,Hotstar is the best app for watching any live Sport or any live telecast.     I saw this app on my friend Smartphone and I like it very much when I see that my friend can watch online football match Live Stream. Later I download this app for my phones and the result is see is awesome because I can watch almost all channels which are available in any TV programs.     Hotstar is the best app ever produce for watching any live performance and live stream.     All the local channels are easily available in hotstar except the hollywood channels.     using 3G services and watch hotstar will play any movies or channel without any lags.   
U can watch programmes later by this app,If u like to watch serials and u dont have time to watch then hotstar is the best app for u. its cover only star channels like star plus star sports star movies etc.if u r living alone and u dont have television u can go for this app or website whre u will get numerous numbers serials movies sports live sports everything.     regional serials are also avilalavble.u can watch in ur free time no add breaks is other good thing. now u can enjoy television where ever u go by this app. superb app I rly liked it.   
Ho,One of the best application for the observing new videos and its so easy to seek here. this application and there site is absolute best since I get the chance to see just great videos which is extremely good.this site dislike YouTube so this one is useful for the children also.on this application I get a kick out of the chance to observe new films and in addition live cricket match with free of cost.this application less consumes data than different locales and application.in this application there is some great elements likewise which works exceptionally well.   
Hotstar is best for live cricket watching,Hotstar is the best for every thing mostly for live cricket watching without buffering live totally every match what ever india played or not very most popular android app and in that lotts of thing are available like movie and tv shows and more of thing without buffering is most advantages of this app hotstar is one of the best I thing no any app are compair to like this all tv show if you are busy in home and can not see in night so do not worry just open the hotstar and go to that serial and see last yesterday show without also pay any amount so excitate na and also new movie also in the available song and more of thing when india live is coming that time all of member open hotstar only in mobile very usefull and thank you for hotstar team such type of live matches making watch to all of them possible really such a wounderfull app hotstar more advertaiment is coming on tv about hotstar most popular and such good and my favrote hotstar.   
Hotstar,I am utilizing this application only for the watch internet streaming cricket matches.this application devours more information as well consumes internet data also yet works extremely good.through this application I can download the videos additionally which is useful for me.in this application there is such a variety of new elements are accessible which is exceptionally useful for me.     For this application I never I need to pay anything notwithstanding for live streaming coordinates too. this application takes  extremely less time to download and install.no need enlist anyplace no compelling reason to share any individual data. by and large this application is great.   
Hotstar,One of the immense android application for the watch live cricket match and other programs.i am using this application from last couple of months to watch my top picks entertaining projects and additionally cricket match.for ordinary serial programms 2g speed is likewise useful for this application yet for live streaming matches 3G rate is must.     This application devours more information than other application however the nature of the recordings is superb.because of this application now I truly don't need to go for you tube and other torrent site since all recordings I arrive.   
Hotstar,One of my most loved application and the best application for me to breathe easy. in this application such a large number of good videos which I generally get a kick out of the chance to watch without pay anything.in this application I can observe such a variety of sport related programs live.this application takes less time to stack the videos additionally its best for the watch other Television serials also.this application best for them who dependably miss there most loved television program.     Here they can watch at whatever time with great quality of videos and without interruption.i am suing this application last such a variety of days and its working extremely good.in this application there such a large number of new components and they all capacities exceptionally well.   
Hots,From last couple of months I am utilizing hotstar application to observe live streaming cricket matches and its working exceptionally well.it consumes the data yet demonstrates the great quality of videos.here in this application I can observe such a large number of movies like Hollywood Bollywood too tollywood also.i can observe every regional language television serials likewise which is extremely good.this application takes extremely less time to start the videos and works great. its so natural to discover the video on this application.in this application there is such a variety of new features which is great.   
Hotstar,Hotstar is one of the best site which demonstrates to me such a variety of new and old videos and also movies serials and the best thing cricket match. I am using hotstar application in my mobile additionally which is beneficial for me. through this application I can watch the live cricket coordinate free of cost.the outline of this application and there site is great and effectively I can discover the video.it works extremely well on WiFi system and additionally 3G data speed.     3G speed is must to observe live spilling videos.using this application I can watch Hollywood movie  and in addition English TV demonstrates also.here I can observe every single local regional serials.so generally speaking this application is beneficial for me.   
Awesome picture quality,Hey everyone I am using this application'hotstar' since 6 months. This is the best source of watching Tv serials movies sports and many more things on your android phone. I usually use it to watch cricket matches and some Reality shows such as A I B. This app is really helping me to keep me up-to-date from telivision world.     One thing in which I wanna give some suggestions is while watching cricket match the match is technically 7-8 minutes backward than the original timings.     Overall this is the superb application.     Go and install it immediately.   
Buffer Buffer Everywhere!,I am an active user of Hotstar.com and my favorite shows are AIB and I regualrly watch cricket matches from Hotstar.     The content is free and there is really a huge amount of content available so you might actually incline on using it.     But The problem is you cannot use Hotstar unless and until you have 5 MBPS speed(actual speed) Otherwise its always buffering.     Even the aib has made a joke on that. So I would definitely not recommend it to others I have no issues on the site but without good quality internet the site is of no use   
Great streaming app.,I have been using Hotstar app for being an avid cricket fanatic and it hasn't failed to deliver. The streaming of hotstar is very smooth and UI friendly even if you have a very limited or average bandwidth. The genre of shows and variety it has is commendable.     You can find many current running Indian Daily soaps over it and the best part being the Live cricket streaming which is hassle free.     Would recommend this to my viewers and would suggest the new AIB show which is there is hotstar.   
Need internet,Hi hotstar is internet based channel. You can see the live matches and also the recorded matches in its official website and also in its hotstar app. It is also telecasting the prokabbadi in it. It will telecast all matches in live with in a gap of 1 over or in 5 min gap. It has all tv programmes of pre telecasted in all languages. If you miss any episodeb of any serial or any show you can search it and you can watch. Not only serial programmes but also movies of all languages available in it. In a short span it has created its own brand. It automatically adjust the video quality depends on internet speed. I recommend hotstar for its live casting.   
HOTSTAR-Live action on internet,Hotstar.com is a website which provides live action of any match on internet as well as on hotstar application. you can also see recorded TV serials in hotstar when you missed it on TV. It also has a collection of TV serials channel wise. I am a huge fan of HOTSTAR. Many times I had seen the live match in hotstar. The only disadvantage of this website is that it telecast live coverage 30 seconds late than the original. You shoud have a good internat connection to watch any videos on hotstar. This is my personal experience that I shared with you all. Thank U   
Hotstar - gives live tv programes,Hotstar - a good and very nie website which provides u to watch any kid of live cricket match available on the day along with the otwr tv serials and you may also watch movies upcoming on the site.     The experience o te watching movies and cricket are good. its not realtime but you can watch it by some seconds delay only.     I think its enough if you away from tv or channel goes off. u can find the scene on hotstar where ever you are.     I loves it because whenever I am in office I am log in to hot star and catch the cricket snaps whenever I want.     thanks to hotstar that I could get all my interesting stuff.   
Best application.,Hotstar in India is one of the most useful website. Hotstar Hindi English Bengali Tamil Gujarati etc. The program is available in languages. Hotstar on Star Plus Star Sports Life OK channel etc. is available. The latest TV shows and movies on your Android device displays free of charge entirely. No signup fee or registration is required. Your favorite shows on Hotstar full episodes of your favorite current TV show popular channel will be able to get such Saathiya Diya Aur Bati we Mahadev more. It also displays the number of movies such as kicks Baby Action Jackson Singham etc. Bullet Raja. Hotstar HD quality and absolutely free channel displays. I am satisfied Hotstar completed application. Thank you.   
A Real Entertaining App "Hotstar",Best-est Best app or website for watch on line TV serial movies and match ect. Hotstar have listed 17 channel like Star Plus Star Sports Life OK Star World National Geographic Baby TV Star Utsav so on. All shows are Star India channel. One Day I went out of home for some days so I missed my serial when I download Hotstar and watch my all episode on it.     Now I never miss my serials I can see my favourite serials and shows programs any time without worrying of missing them as girls well as we see our favourite movie or songs by using this app. It’s a very useful app I am download this app on my android phone. It’s a very important part of our life we can also use this as a website on our computer.   
ONLINE TV,Hotstar is one of the most useful website for star india channel watcher . Hotstar played post programme of many star india channel . I can watch hotstar programme in their website& application .     Hotstar listed many languages programme like Bengali Hindi Tamil Telegu English Malayalam Gujrati etc. Hotstar have many channels like star jalsha star plus star sports life ok star plus baby tv star prabah national geography star vijay fox life etc. These channel's all programme are shown in hotstar . many people are watching programme of these channels . If any watcher miss a eppisode he can able to watch these post programme in hotstar in any time .     Their website load time is fast . I search a programme name& then choose eppisode to watch it . I don't need to register on . It is fully free for all .     Picture quality& sound quality in hotstar is awesome . Much better that cable channels . I can choose video quality as 240P 360P 480P & 720P as per my choice . I always choose 720 P . As I am using hotstar website with broadband connection so there have no buffering .     In  hotstar mainly I watch life ok star jalsha star plus national geographic channels . If I have two option hotstar or TV to watch post programme I always choose hotstar .     I can pause any programme when it played . On a 30 minutes programme hotstar played 4 minutes addvertise . So advertise are not played too many time . Some time skip option advertise are available .     I also watch live india's cricket match in my mobile when I live out of my house as there have no TV .     I like hotstar very much . It is very helpful for me . So I recommend hotstar to star india channel watcher .   
HOtSTAR IS TOO hot n free,HotStar is in app as well as it is also on internet as website.This is cool app as well as the site is also good.you can find many and many more on the site.This app and site also supports live streaming.the streaming is 4-5 minutes behind the original but its good to watch because the quality is also good in case of picture quality. It supports multi-language means it contains lots of movies and lots television channels.It also contain lots of old television serials which is good.     Its good to have those old tv serials. TheHotstar is also be update their site day by day.Means new shows and their episodes are regularly updated which is good.I used hotstar as in site.The movies are also good.So I refer the site as well as app  to others. Hotstar could be one of the great app had they been focusing more on compressing the video quality rather than their security for videos. It works fine for them who have good internet connection(and I am talking about 50-70 kb/s for 180p video). But for most like me they should really work on streaming.   
Good website to entertain..!!,Hotstar is a one of the famous website and application. By using this app we can watch the live cricket  football and pro kabaddi .etc matches also     And one more use of this app is recent movirs are available in this app or website. Not only live matches and cricket we can watvh the many programs like jabardasth meelo evaru kotiswardu etc.     This app is a very fastst app all the programs are kn good quality to watch. I loved a lot this app many times I used     Its entertain you.   
Hotstar app is like a dish tv,Hotstar app is like a dish t.v. In this app we can watch movies cricket serials etc.Mostly this is app is same like youtube.In youtube we cant watch live streaming of  sports(cricket kabbadi vooleyball.etc) but in this hotstar we can watch live streaming of any sports by 5 minutes delay not only sports we can watch latest movies but we can watch only special movies which hotstar will have.     This hotstar app is very useful for bachelors who are staying away from home because mostly they dont have t.v's they have only laptop's with WiFi. For this people this app is very useful. Most of my friends use this app to see cricket movies and programs.   
A very good source to watch live cricket.,As we stay away from home's in hostel. we don't have TV's at our place to watch cricket. Even in YouTube there won't be live telecasting of the cricket matches. Firstly we use to follow only scores from other sources. But now it became very east to watch cricket now.     Not only cricket but also we can watching many latest program's TV shows. The advantage by using these website is it doesn't buffer. Even it telecasts only few advertisements which makes any show interesting to watch. Even it can played with our 3g network also.   
Good Online TV,Hotstar is a very useful& good online TV which show STAR INDIA channels . There have listed 17 channels like Star Plus Star Sports Star Jalsha Life OK Maa Channel V Star World Star Vijay Fox Life Asianet Suvarna Star Pravah National Geographic Channel Star Utsab Baby TV& Hotstar Originals . Star India is a big TV channel . These all Star India channels are too much popular . We all Indian saw different star India channels . But some time in any reason we miss some episodes . But anytime we can see any previous episodes of these Star India channels by Hotstar . So we don't need any worry if we miss any episode .     After playing any episode it is included in hotstar after 24 hours . Hotstar have website as well as android application . To watch any episode in hotstar I don't need to register on it . Just open hotstar& search program or serial name . Then it show all episodes I need to choose episode which I want to watch . Previously there have no option to change video quality . But recently I can change video quality up to 720 Pixel . Video quality is too good better than normal cable channel . Sound quality also good& clear . If I use good internet there have no buffering . I can pause any video as per my requirement. Total around 4 minutes it show advertise . I can also watch cricket& football match in hotstar but it is not exact live . Slow by few minutes . I am watching hotstar from 9 months ago . I just love hotstar . I highly recommend this website& application to all star India Watcher .   
Watch anything anytime.,Hotstar one of the best option to watch star channel and other program. you can watch sports. movie. songs. program and much more on your mobile anytime.     to enjoy hotstar you have to download the hotstar app after that you can enjoy anything you like. I watched many thing on hot star its good and very fast.     I watched. movie. sports. AIB. songs and other videos on hotstar.     its like YouTube search your video and start to watch. its good and best to watch star pennel program.     I like hotstar.   
Jab jab cricket tab tab hotstar,Hotstar is most popular and increasing its publicity day by day. This is mobile application or you can also use this as a website on your computer. This application is basically used for majority of people for watching cricket. You can also watch movies TV shows and all the shows of television in a very excellent quality.     I use this application for watching cricket match but remember one thing it will consume alot of your mobile data due to very high definition video. You can watch match highlight or even match on this application. One of my friend uses android 6.0 and this application is not supported in his mobile. I am sure tgey will come with a new application in few days. The best thing through this application is your time is not wasted in watching serials. When you have free time you can watch the episode. But this application consume mobile data very rapidly.   
Tv experience on the way.,I have been using this application called since 2014. The best part about this application is that I can see my favorite serials shows and sports programs any time without worrying of missing them. I can access all the contents as per my comfort. Most of the time it happens with majority of us we want to see our favorite content on television but due to time constraints and busy life style we rarely get time to do so.     But with the help of Hotstar that isn't the case anymore. I have got full freedom and total control on as to what and when to see. Be it sports news movie or other content of my interest.     Many many thanks to Hotstar for being my comfort zone. I recommend everyone to use this app if you want to enjoy those moments of watching content of your choice on the go.   
Good collection of show.,Today I am going to give review of hotstar. It is the website of star group of company.in hotstar there is lot of collection of music movie series serial and much more.the best thing of hotstar is live feed of match. When I am outside home then hotstar is the only hope in which we look the live match. In today' world I don't have times to watch shows on TV so hotstar is the best website in which we look any show on any time.     There's lots of collection of movies which is very entertaining for me.the main thing of hotstar is the letest movie is uploaded every times. The websites design is fabulous and it looks great. The loading time is less. Hotstar play easily with 3g connection. There is lots of Hollywood collection also which has very good for me. Hotstar are in different languages also we can choice different type of language.so this website is great entertainers for me.   
It's important to us,We are living a 21 century and these days we all knows that how much we try to competitive to others. This is the main reason that we did not got time to fun and entertain our life.     So I am trying to telling you that this is the best-est way to entertain our self through to Hotstar because it contain to our past shows. And just of it we can see our left repeated shows and program.     I am really very crazy about WWE Raw and I forgot to watch this on Tuesday night so I thought how it possible to watch full episode so my friend tell my about this and from then me and my brother just love it.   
Hotstar,I like hotstar application.its very useful application and website. Hotstar have listed many channels like star plus star sports star jalsha life ok star world star vijay channel v fox life asianet maa suvarna star pravah national geographic baby tv star utsav & hotstar original.very useful app.all channel are most popular.hotstar have many genres like romance drama family reality comedy mythology crime action talkshow teen awards science travel wildlife etc.     They have option to change resolution like auto low ( 180p)  medium ( 360p)  high ( 720p) .hotstar have many languages of shows like hindi bengali english marathi tamil telegu malayalam kannada.i am using wifi connection at this speed I watch any show.many time I watch sports star plus star utsav star jalsha.if I miss any show I can watch show any time at hotstar.thats why I love hotstar.very good app hotstar.i use this app last 3-4 month.i recently watch first pink ball day night test match australia vs new zealand & 31 st january india vs australia 3rd T20 match.nice to watch.     I think we all love hotstar app.i highly recommend this app to all my friends.hotstar go solo.   
Hotstar,Hotstar is the one of the best way to see your favorite serials cricket match movies etc One day I was finding the onilne cricket match highlights of India vs Pakistan match but I cant find and download it.     After that one of my friend told me that just download the Hotstar application and just see live match or match highlights serials movies etc so I just use this application and I am satisfied on my friends words this is nice application.   
Consumes a lot of mobile data,I am using this application from 2 month so it is time to decided to write a review. This application is for watching online movies cricket games and TV shows. It is little bit similar to youtube but on hotstar you can't upload your own video. You are bounded to watch what they want. Video quality of this app very excellent. The main feature of this application is for watching TV shows you must not wait or sacrifice your precious time. You can watch any time any show in a very excellent quality. Live cricket match are also broadcasted by this app.     With the parallel to all these good features some things which is not suitable. The first thing is it cinsumes to many mobile data. While watching a cricket match I lost my 1GB of mobile data which is not economical.     The second is they show so many ads in between any movies and TV shows. Which may ruin your enjoyment.     Overall this app is not to bad. I basically use this app for watching online match.   
Hotstar,Hotstar is an innovatory stupe through which one can vigil tv tell mock movies etc. Hostar is available on googe trifle store. I enjoy this app a lot. It acts as a replacement of telly one I am gone from close. But hostar will manufacture perfectly good without buffering on the condition that you have a good internet junction. Otherwise the video buff if the internet connection is weak.     One can switch to hotstar inclose he or she missed out his or her favorite television show. Overall the touching is very serviceable.you can spend your free time with hot star.its fit idea for tense depart.you can enjoy the show with your friend when you all hangout.   
Have Wi-Fi download this app,Wonderful tv and movies viewing experiance. Offers tv serials and movies of  many regional languages including bolywood and holywood . Good video quality and nice sound. And if you are a cricket lover. Without this app your mobile and tablet is useless.     Advice: try to use over  Wi-Fi.   
Best app,Its very good application for mobile. It gives latest movies shows and live matches etc. So it's very good for watching all such stuff in clear HD quality for free of cost. It's very good application but you need to have high speed wifi connection for smooth working of this application.     It's best application in market but need some improvement while watching any episode of programme there m must be a link or option to watch immediate next episode so that user will get experience of watching continues videos and get continuous story of episode.     Another improvement should be in player it should work on low network or 2g so that lots of people can use it and experience the tagline go solo.   
WATCH ONLINE TV ANY TIME ANYWHERE,I am using Hotstar app from last one month now as it is an online platform where you can see movies sports or any tv channel on the go with their app or the site.     I am a big fan of Hollywood Movie and most of the times.     The great thing in the app is the user interface which is exceptionally done by the developers and the availability of approx all the TV programs on their site or app.     But the most disappointed thing(which should be the priority) with the app is that it takes a hell lot of time to buffer anything whether u r watching any comedy show or watching cricket match or anything. Which kills the moment of the show/match.     this is the app and you can enjoy your favorite program any time any where with this hotstar app.        hot star provide you the facility of TV in your mobile.        no need to fix time to watch your favorite show.        you can spend your free time with hot star.        its good idea for time pass.        you can enjoy the show with your friend when you all hangout.           hotstar give us the facility to watch show according to our time and place. no need for fix time and no need to reach at hone at time. you can enjoy it any time.   
Watch live repeat and even old TV flicks,Watch live repeat and even old TV flicks     When I saw advertisements about hotstar on TV I was really confused as to what kind of app it is. One of my friend who is TV freak and she was watching TV serial live on it I then asked her what it is and how it works. After knowing I immediately installed it. I now watch movies on hotstar watch my old favourite TV serials which are now off air and relieve the time again.     The interface of hotstar is very smooth and I do not get confuse and can easily select the channel serial and watch. I can watch any episode of the serial anytime anywhere now and love the fact that they are cgarging nothing for it. The picture and sound is also very good. I watch match highlights on hotstar when I am travelling or is in my office. I can say TV is my pocket all the time and whenever I feel so I am just a click away from it.   
A new app for fun,This new app which is a proprietary of Star India gives you a chance to watch full length movies. It also shows you a wide range of Star network shows that too free of cost. There is no need of signing up to use the app. Star TV network has guaranteed to show non-stop shows which include live TV as well as sporting action.     It is a gift to those who love to watch every other movie and TV shows without missing even a single episode. What is the wait for? Just log on to the website and start watching your favorite TV shows in one go.   
Go solo,I love watching movies in hotstar due to its high definition and quality of the sounds. It is available in app which allows me to watch all the entertainment even in my mobile. I love watching sports movies and all other TV channels in hotstar.     All languages are available so it entertains everyone. I watch movies in all languages. It is an excellent video stream which is highly in demand. I can easily download all the missed serials and shows and can watch it later. I am happy having hotstar because I no need to worry for the missed shows.   
RECCOMENDED ONLY IF YOU HAVE GOOD INTERNET,This is an app launched by star publications.     Even if most people keep talking about hotstar there are very few people who use it to watch videos or soaps or anything.     The problem with this application is that it will only work if you have a really good internet connection; please mind the word really good.     They are busy securing their videos rather than concentrating on compressing on the video quality so that people like us(with normal kbps) can watch things online.     Though it keeps a wide variety of featured videos sometimes on offline basis too. It is available on androids as well as ios. No sign ups are necessary that is there is no need for registrations. You need to watch a one minute add before streaming any video.   
Waste of my mobile data,I don't have time to watch TV every now and then so when I heard about this app I installed it and I was happy to know you can also watch some tv shows that were airing and also that I haven't seen also some movies that you could watch.     All this sounds and looks very good but its not every time I try to watch some thing it's either just kept buffering and when it does it shows ads a lot of times and I get fed up with it also it plays HD videos that drains my data pack and I cannot watch anything quality.     Whenever the show airs it shows it in 144p and watching it in 480p it just keeps on buffering. I had no signal issues with YouTube but with this one it just always buffers even with the 3g network which is really bad .     I was getting frustrated as I was watching ads more and watching serials and movies less and I finally Uninstalled the app as I was fed up and it's taking up my data .I won't recommend this app to anyone with data network as its just a memory hog. So it's a no.   
Hotstar...will make you bankrupt,Hotstar is online video serials and movie streaming online android application that provide you wide variety of options but when I used this hotstar I was little bit disappointed because it was consuming so much of my mobile data and and in no time I was out of balance only this thing disappointed.     Otherwise I appreciate  their service which is good but the hotstar need to work in their data consuming problem and also they have not categorized their services in the android application which is bit frustrating when have to manually search for something so finally I will conclude with an advise that hotstar need to be work on their interface .   
Not working in marshmallow,Hotstar is the website for watching online movies TV show and sport matches in very good quality.     I just love its mobile application. It is more rapidly rising in india now. I like watching cricket match on this website.     The only thing which is bad for this is they show to many ads which can makes anyone mad and bore also. Day by day they increasing their number of ads.     Its mobile application is not working on android 6.0 I contact support then they replied that they are working on it. But they don't able to fix my issue. Overall it is good.   
Need improvement,I used hotstar app only for one day. I don't like the user interface that much. Also they only show few channels and TV show.     If they offer some international TV show then they will really get some benefit. Also reduce the numbers of ads please. I don't like ads : /   
A great concept but needs a lot of improvement,I am using Hotstar app from last one month now as it is an online platform where you can see movies sports or any tv channel on the go with their app or the site.     I am a big fan of Indian cricket and most of the times I have to see the live streaming on this app as I cant sit with TV @ home.     The great thing in the app is the user interface which is exceptionally done by the developers and the availability of approx all the TV programs on their site or app.     Also it is available in some regional languages.     But the most disappointed thing(which should be the priority) with the app is that it takes a hell lot of time to buffer anything whether u r watching any comedy show or watching cricket match or anything. Which kills the moment of the show/match.     There are so many lags in the app like u cant drag at times or u cant see the thumbnails for easier usage. Also there is no option for downloading which must be there so that u can watch your fav shows without buffering.     It needs a lot of improvement to be recommended from my side. irrespective of the concept.   
Horrible implementation,I wouldn't recommend the hotstar app for anyone who is not a newbie and a person who does not know his way around the Internet people might argue that you get the TV shows from local language channels belonging to the star network ; but you can also get the same in YouTube with better streaming and low ads better seeking capabilities.     Some people might say you get live sports programmes etc but you can also receive the same in YouTube and starsports.com etc.     They have some shows like Boston legal sons of anarchy the Russians etc but it gets streamed in low quality even on a 10mbps connection along with full page ads which is a big bummer and the organisation of shows in the app is haphazard and it does not look professional. I will stick to YouTube and other websites for now. Hotstar try being professional drop the full page ads improve streaming and add more shows provide HD streaming for matches don't stop at 480p and don't emblazon your logo everywhere it is annoying.   
ANY TIME ANY WHERE...,HOT STAR this is the best app to enjoy TV show. movies. sport. and other TV program.     this is the app and you can enjoy your favorite program any time any where with this hotstar app.        hot star provide you the facility of TV in your mobile.        no need to fix time to watch your favorite show.        you can spend your free time with hot star.        its good idea for time pass.        you can enjoy the show with your friend when you all hangout.           hotstar give us the facility to watch show according to our time and place. no need for fix time and no need to reach at hone at time. you can enjoy it any time.   
Watch Tv Shows Online,Now you can show tv shows online by using this application on your mobile phone. There are lots of functions available on this app;     • You can watch cricket matches     • You can watch Movies online     • You can watch TV Serial online     • You can watch live comedy shows     So you can say it’s a complete package of movie masti and magic. Even you can see any commercials in between your watching. Most of the star’s show available over there.   
Those who don't have time to watch tv at home,Hotstar is an online stage on which we can sit in front of the TV appears most recent movies or sports on the web on their site or application. The site and application both are planned exceptionally well and the video player is additionally great. HD recordings can stream extremely well with great web.     They for the most part show stand out moment advertisement at regular intervals. AIB had as of late worked together with hotstar to air their show on air with AIB which was first of it's kind. Their administration is typically exceptionally helpful for lodging understudies who doesn't have TV and still need to watch the appears. General I would say an extraordinary idea and it's truly charming. Much thanks to you.   
